,model_name,EEG_Eye_State_entropic_expressivity,EEG_Eye_State_algorithmic_capacity,EEG_Eye_State_algorithmic_bias_size_1,EEG_Eye_State_algorithmic_bias_size_2,EEG_Eye_State_algorithmic_bias_size_3,EEG_Eye_State_algorithmic_bias_size_4,EEG_Eye_State_algorithmic_bias_size_5,SemiRandom_entropic_expressivity,SemiRandom_algorithmic_capacity,SemiRandom_algorithmic_bias_size_1,SemiRandom_algorithmic_bias_size_2,SemiRandom_algorithmic_bias_size_3,SemiRandom_algorithmic_bias_size_4,SemiRandom_algorithmic_bias_size_5,Shopper_Intention_entropic_expressivity,Shopper_Intention_algorithmic_capacity,Shopper_Intention_algorithmic_bias_size_1,Shopper_Intention_algorithmic_bias_size_2,Shopper_Intention_algorithmic_bias_size_3,Shopper_Intention_algorithmic_bias_size_4,Shopper_Intention_algorithmic_bias_size_5,Abalone_entropic_expressivity,Abalone_algorithmic_capacity,Abalone_algorithmic_bias_size_1,Abalone_algorithmic_bias_size_2,Abalone_algorithmic_bias_size_3,Abalone_algorithmic_bias_size_4,Abalone_algorithmic_bias_size_5,Bank_Marketing_entropic_expressivity,Bank_Marketing_algorithmic_capacity,Bank_Marketing_algorithmic_bias_size_1,Bank_Marketing_algorithmic_bias_size_2,Bank_Marketing_algorithmic_bias_size_3,Bank_Marketing_algorithmic_bias_size_4,Bank_Marketing_algorithmic_bias_size_5,Car_Evaluation_entropic_expressivity,Car_Evaluation_algorithmic_capacity,Car_Evaluation_algorithmic_bias_size_1,Car_Evaluation_algorithmic_bias_size_2,Car_Evaluation_algorithmic_bias_size_3,Car_Evaluation_algorithmic_bias_size_4,Car_Evaluation_algorithmic_bias_size_5,Letter_Recognition_entropic_expressivity,Letter_Recognition_algorithmic_capacity,Letter_Recognition_algorithmic_bias_size_1,Letter_Recognition_algorithmic_bias_size_2,Letter_Recognition_algorithmic_bias_size_3,Letter_Recognition_algorithmic_bias_size_4,Letter_Recognition_algorithmic_bias_size_5,Obesity_entropic_expressivity,Obesity_algorithmic_capacity,Obesity_algorithmic_bias_size_1,Obesity_algorithmic_bias_size_2,Obesity_algorithmic_bias_size_3,Obesity_algorithmic_bias_size_4,Obesity_algorithmic_bias_size_5,Spam_entropic_expressivity,Spam_algorithmic_capacity,Spam_algorithmic_bias_size_1,Spam_algorithmic_bias_size_2,Spam_algorithmic_bias_size_3,Spam_algorithmic_bias_size_4,Spam_algorithmic_bias_size_5,Wine_Quality_entropic_expressivity,Wine_Quality_algorithmic_capacity,Wine_Quality_algorithmic_bias_size_1,Wine_Quality_algorithmic_bias_size_2,Wine_Quality_algorithmic_bias_size_3,Wine_Quality_algorithmic_bias_size_4,Wine_Quality_algorithmic_bias_size_5
10,model_100_KNN_neighbors_1,1.5967605110609229,1.5967605110609229,0.03125000000000001,0.187,0.4887,0.7128,0.52615,4.464735291566566,4.464735291566566,0.0026500000000000213,0.01280000000000003,0.016000000000000018,0.009800000000000003,-0.0004499999999999992,1.8799827951622337,1.8799827951622337,0.03125,0.182,0.4552,0.5927,0.32915,2.8063092315569853,2.8063092315569853,0.02985000000000001,0.16560000000000002,0.35850000000000004,0.36860000000000004,0.15165,3.270895511224505,3.270895511224505,0.02645000000000002,0.1269,0.265,0.2609,0.09825,0.8576043487892914,0.8576043487892914,0.031249999999999997,0.1873,0.4977,0.7859,0.70335,0.27890211932176884,0.27890211932176884,0.03125,0.1875,0.5,0.8085,0.89715,0.5582594335705227,0.5582594335705227,0.03125,0.1875,0.4994,0.7998999999999999,0.79985,3.0269732573824237,3.0269732573824237,0.029250000000000012,0.16440000000000002,0.3628,0.37770000000000004,0.14105,0.9341349426312314,0.9341349426312314,0.03125,0.1875,0.4978,0.76,0.59905
11,model_100_KNN_neighbors_6,1.5063824281730331,1.5063824281730331,0.03075,0.1832,0.4716,0.6528,0.42845,4.175481085725872,4.175481085725872,0.010150000000000018,0.030600000000000037,0.056200000000000014,0.04150000000000001,0.012450000000000001,0.6042015299414104,0.6042015299414104,0.03125,0.18,0.4652,0.6576,0.37485,2.0601530396082195,2.0601530396082195,0.03045000000000001,0.1715,0.39080000000000004,0.4455,0.20125,2.334234563807835,2.334234563807835,0.029450000000000014,0.14590000000000003,0.3159,0.30160000000000003,0.12435,0.6976938979431089,0.6976938979431089,0.03125,0.1873,0.4987,0.7919,0.74665,0.3722000895777826,0.3722000895777826,0.03125,0.1875,0.4999,0.7993,0.83085,0.537774583028682,0.537774583028682,0.031249999999999997,0.1875,0.4945,0.7694,0.70825,2.347851559142256,2.347851559142256,0.03015,0.1619,0.3521,0.3312,0.10775,0.5116373401597372,0.5116373401597372,0.031249999999999997,0.1875,0.4995,0.7689,0.63135
12,model_100_KNN_neighbors_11,1.4408245796207764,1.4408245796207764,0.03125,0.1849,0.474,0.6558,0.41295,4.455502299368665,4.455502299368665,0.0012500000000000189,0.0028000000000000325,0.010400000000000024,0.008900000000000007,0.001650000000000001,0.49696006244643093,0.49696006244643093,0.03125,0.1776,0.466,0.6411,0.36605,2.0096937419981686,2.0096937419981686,0.03075000000000001,0.1706,0.386,0.4522,0.20165,2.0729900106665764,2.0729900106665764,0.030049999999999993,0.1512,0.326,0.3323,0.14425,0.41620273258003987,0.41620273258003987,0.03125,0.1875,0.5,0.7844,0.69065,0.402968431026709,0.402968431026709,0.03125,0.1875,0.4998,0.7973,0.82175,0.5841879513878292,0.5841879513878292,0.03125,0.1875,0.4948,0.7669,0.67605,2.123415907065235,2.123415907065235,0.029850000000000005,0.161,0.33730000000000004,0.328,0.11645,0.25243997811177593,0.25243997811177593,0.03125,0.1875,0.5,0.7774,0.63605
13,model_100_KNN_neighbors_16,1.3742969209358802,1.3742969209358802,0.03125000000000001,0.1839,0.4572,0.6016,0.36475,4.377648720735278,4.377648720735278,0.004650000000000023,0.006700000000000031,0.014300000000000024,0.006400000000000006,0.003150000000000001,0.18412049500109684,0.18412049500109684,0.03125,0.177,0.4686,0.6347,0.35725,1.7859244803505818,1.7859244803505818,0.030649999999999997,0.1683,0.38380000000000003,0.4471,0.19575,1.8907545542257662,1.8907545542257662,0.02985,0.154,0.3242,0.329,0.14615,0.3356115248725327,0.3356115248725327,0.03125,0.1875,0.4999,0.7787,0.66945,0.36403700652156573,0.36403700652156573,0.031249999999999997,0.1875,0.5,0.7933,0.79195,0.44660437581368045,0.44660437581368045,0.03125,0.1875,0.4907,0.7574,0.63865,1.992015487829216,1.992015487829216,0.03004999999999999,0.1614,0.3295,0.3124,0.10485,0.21050876505634772,0.21050876505634772,0.03125,0.1875,0.5,0.778,0.64375
14,model_100_KNN_neighbors_21,1.3687211538404247,1.3687211538404247,0.03125,0.1844,0.45890000000000003,0.6031,0.36055,4.380326926615881,4.380326926615881,0.000750000000000034,0.003500000000000035,-0.0009999999999999864,-0.007999999999999993,-0.0023499999999999992,0.1615232962754105,0.1615232962754105,0.03125,0.1769,0.4688,0.6271,0.35535,1.8218337347180005,1.8218337347180005,0.030549999999999997,0.1701,0.3768,0.4385,0.19345,1.8097706873765211,1.8097706873765211,0.02975,0.1572,0.3252,0.3449,0.16125,0.15951215043437894,0.15951215043437894,0.03125,0.1875,0.5,0.7696,0.63395,0.3716194270102948,0.3716194270102948,0.031249999999999997,0.1875,0.4999,0.7905,0.76785,0.4427743077073689,0.4427743077073689,0.03125,0.1875,0.49,0.7557,0.63315,1.8439462270127978,1.8439462270127978,0.030449999999999998,0.1589,0.3272,0.317,0.10955,0.1834861619558182,0.1834861619558182,0.03125,0.1875,0.5,0.7769,0.63375
15,model_100_KNN_neighbors_26,1.3384848274995678,1.3384848274995678,0.031249999999999997,0.1839,0.45180000000000003,0.5725,0.33555,4.350994979536891,4.350994979536891,0.002550000000000008,0.0030000000000000217,0.002300000000000014,-0.005899999999999996,-0.0032499999999999994,0.07445820002491414,0.07445820002491414,0.03125,0.1774,0.4696,0.6209,0.35415,1.6903470259077396,1.6903470259077396,0.03075,0.16390000000000002,0.3689,0.4249,0.18625,1.6988228146539341,1.6988228146539341,0.03035,0.1549,0.3264,0.3491,0.16235,0.1089755576121032,0.1089755576121032,0.03125,0.1875,0.5,0.7663,0.62405,0.3222890050100714,0.3222890050100714,0.03125,0.1875,0.5,0.7865,0.73555,0.2978335154496187,0.2978335154496187,0.03125,0.1875,0.4898,0.7611,0.63355,1.7758866474188022,1.7758866474188022,0.03015,0.15660000000000002,0.32330000000000003,0.3021,0.10675,0.16369177903271795,0.16369177903271795,0.03125,0.1875,0.5,0.7776,0.63795
16,model_100_KNN_neighbors_31,1.3900413488107042,1.3900413488107042,0.03125,0.1838,0.4505,0.5723,0.32785,4.349000083584235,4.349000083584235,-0.003649999999999978,-0.013199999999999972,-0.030199999999999984,-0.028399999999999995,-0.006849999999999999,0.08358318048766612,0.08358318048766612,0.03125,0.1772,0.4696,0.617,0.35675,1.7471177327230638,1.7471177327230638,0.030650000000000004,0.1616,0.3628,0.4212,0.18355,1.663562490765981,1.663562490765981,0.02965,0.1509,0.3256,0.355,0.16775,0.04454050056937773,0.04454050056937773,0.03125,0.1875,0.5,0.764,0.61415,0.29097062635704696,0.29097062635704696,0.03125,0.1875,0.5,0.7832,0.71775,0.2836407256631655,0.2836407256631655,0.03125,0.1875,0.4902,0.7657,0.63865,1.6802411058324962,1.6802411058324962,0.030350000000000002,0.15510000000000002,0.322,0.3022,0.11465,0.16384927361187152,0.16384927361187152,0.03125,0.1875,0.5,0.7769,0.62645
17,model_100_KNN_neighbors_36,1.367203988945967,1.367203988945967,0.030849999999999992,0.1816,0.4402,0.5423,0.30235,4.349714767370757,4.349714767370757,-0.0006499999999999895,-0.001999999999999966,-0.02059999999999998,-0.020399999999999998,-0.007049999999999999,0.05120136686045293,0.05120136686045293,0.03125,0.1773,0.4699,0.6153,0.36065,1.5665906633925182,1.5665906633925182,0.030750000000000013,0.15800000000000003,0.35600000000000004,0.40800000000000003,0.17355,1.5994853499888135,1.5994853499888135,0.02925,0.14880000000000002,0.32180000000000003,0.3548,0.16455,0.023998472290837236,0.023998472290837236,0.03125,0.1875,0.5,0.7631,0.61225,0.20154778857635852,0.20154778857635852,0.03125,0.1875,0.4999,0.7809,0.69825,0.20208918935372078,0.20208918935372078,0.03125,0.1875,0.4901,0.7655,0.63775,1.671262946562313,1.671262946562313,0.030350000000000002,0.1545,0.3221,0.29760000000000003,0.11415,0.16422859625449687,0.16422859625449687,0.03125,0.1875,0.5,0.7758,0.63125
18,model_100_KNN_neighbors_41,1.3810188594095265,1.3810188594095265,0.03105,0.1814,0.4405,0.5372,0.29035,4.331384097495102,4.331384097495102,-0.004349999999999982,-0.014899999999999967,-0.037999999999999985,-0.028299999999999995,-0.00835,0.04161156450129876,0.04161156450129876,0.03125,0.1775,0.4698,0.6136,0.36285,1.567529528593813,1.567529528593813,0.030750000000000003,0.1578,0.3557,0.4031,0.17085,1.5346801708488131,1.5346801708488131,0.02885,0.1504,0.3247,0.35910000000000003,0.16885,0.012115768719780285,0.012115768719780285,0.03125,0.1875,0.5,0.7628,0.61025,0.24010580065221557,0.24010580065221557,0.03125,0.1875,0.4998,0.777,0.68485,0.20826242169774578,0.20826242169774578,0.03125,0.1875,0.4901,0.7677,0.63605,1.5969026890832752,1.5969026890832752,0.030650000000000004,0.15130000000000002,0.3204,0.3,0.11525,0.1628993891114701,0.1628993891114701,0.03125,0.1875,0.5,0.7758,0.62305
19,model_100_KNN_neighbors_46,1.377138129860879,1.377138129860879,0.030850000000000002,0.1801,0.4298,0.5121,0.27295,4.311068447435482,4.311068447435482,0.0002500000000000324,-0.0037999999999999644,-0.019899999999999984,-0.016599999999999993,-0.006649999999999999,0.021724290996633575,0.021724290996633575,0.03125,0.1775,0.47,0.6134,0.36625,1.3930871733279337,1.3930871733279337,0.030650000000000004,0.15360000000000001,0.3514,0.39390000000000003,0.16445,1.5101531288526884,1.5101531288526884,0.029249999999999998,0.1483,0.3196,0.356,0.16555,0.004039656794795559,0.004039656794795559,0.03125,0.1875,0.5,0.7625,0.60925,0.2363966368816061,0.2363966368816061,0.03125,0.1875,0.5,0.7745,0.67415,0.15215558378224217,0.15215558378224217,0.03125,0.1875,0.4899,0.7682,0.63255,1.586107359867533,1.586107359867533,0.03095,0.1496,0.3185,0.2917,0.11085,0.15763486681497893,0.15763486681497893,0.03125,0.1875,0.5,0.7763,0.62675
20,model_106_Random_Forest_depth_1,1.5512952113885508,0.7169231789008383,0.022070000000000003,0.0703,0.13628,0.11886000000000001,0.04747,4.10571987771485,2.6800577138843495,-0.002509999999999978,-0.011339999999999979,-0.020999999999999987,-0.011759999999999993,-0.0024499999999999995,0.01269658351465563,0.008292822135842719,0.03125,0.17752,0.47006,0.61262,0.36893,1.2463115653157693,0.6577688871877208,0.030749999999999996,0.1505,0.34356,0.39262,0.16425,2.327468983597961,1.035194943429321,0.025770000000000005,0.15606,0.33504,0.30462,0.12701,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,0.38868019277405247,0.1861374934840611,0.03125,0.1874,0.4987,0.77142,0.66387,1.5399906745337577,0.7600948374960707,0.030730000000000004,0.18182,0.45302000000000003,0.6581600000000001,0.47245,1.410007373501974,0.5445154089045188,0.03103,0.18224,0.45366,0.57236,0.28341,0.7112848764125355,0.25341642807730813,0.031249999999999997,0.1875,0.49878,0.76198,0.58323
21,model_106_Random_Forest_depth_6,2.0515828445464392,0.9826007228738394,0.030490000000000003,0.17092,0.39444,0.48118,0.23123,4.624732449974065,2.9152070702676895,-0.00032999999999998585,-0.003559999999999984,-0.008659999999999987,-0.0075599999999999955,-0.00165,0.7562178008753702,0.3138941886710064,0.031249999999999997,0.18726,0.4813,0.67816,0.50441,1.9930351209372186,1.0638917374352546,0.030990000000000004,0.17572000000000002,0.40694,0.45878,0.20441,1.5040664970381308,0.6649598936252427,0.031169999999999993,0.17874,0.42608,0.52934,0.29085,0.5991171367758799,0.32266763310903007,0.03125,0.1875,0.49914,0.79436,0.73335,0.3855079709975492,0.19822482850204676,0.03125,0.1875,0.4999,0.80336,0.83417,0.7586181272691801,0.3506215608662108,0.03125,0.18748,0.49804,0.78724,0.73729,0.8317401417324286,0.3257019703894862,0.031249999999999993,0.1875,0.49907999999999997,0.77554,0.5470700000000001,0.21418487174520934,0.08873341660427732,0.03125,0.1875,0.5,0.81062,0.86377
