,model_name,EEG_Eye_State_entropic_expressivity,EEG_Eye_State_algorithmic_capacity,EEG_Eye_State_algorithmic_bias_size_1,EEG_Eye_State_algorithmic_bias_size_2,EEG_Eye_State_algorithmic_bias_size_3,EEG_Eye_State_algorithmic_bias_size_4,EEG_Eye_State_algorithmic_bias_size_5,SemiRandom_entropic_expressivity,SemiRandom_algorithmic_capacity,SemiRandom_algorithmic_bias_size_1,SemiRandom_algorithmic_bias_size_2,SemiRandom_algorithmic_bias_size_3,SemiRandom_algorithmic_bias_size_4,SemiRandom_algorithmic_bias_size_5,Shopper_Intention_entropic_expressivity,Shopper_Intention_algorithmic_capacity,Shopper_Intention_algorithmic_bias_size_1,Shopper_Intention_algorithmic_bias_size_2,Shopper_Intention_algorithmic_bias_size_3,Shopper_Intention_algorithmic_bias_size_4,Shopper_Intention_algorithmic_bias_size_5,Abalone_entropic_expressivity,Abalone_algorithmic_capacity,Abalone_algorithmic_bias_size_1,Abalone_algorithmic_bias_size_2,Abalone_algorithmic_bias_size_3,Abalone_algorithmic_bias_size_4,Abalone_algorithmic_bias_size_5,Bank_Marketing_entropic_expressivity,Bank_Marketing_algorithmic_capacity,Bank_Marketing_algorithmic_bias_size_1,Bank_Marketing_algorithmic_bias_size_2,Bank_Marketing_algorithmic_bias_size_3,Bank_Marketing_algorithmic_bias_size_4,Bank_Marketing_algorithmic_bias_size_5,Car_Evaluation_entropic_expressivity,Car_Evaluation_algorithmic_capacity,Car_Evaluation_algorithmic_bias_size_1,Car_Evaluation_algorithmic_bias_size_2,Car_Evaluation_algorithmic_bias_size_3,Car_Evaluation_algorithmic_bias_size_4,Car_Evaluation_algorithmic_bias_size_5,Letter_Recognition_entropic_expressivity,Letter_Recognition_algorithmic_capacity,Letter_Recognition_algorithmic_bias_size_1,Letter_Recognition_algorithmic_bias_size_2,Letter_Recognition_algorithmic_bias_size_3,Letter_Recognition_algorithmic_bias_size_4,Letter_Recognition_algorithmic_bias_size_5,Obesity_entropic_expressivity,Obesity_algorithmic_capacity,Obesity_algorithmic_bias_size_1,Obesity_algorithmic_bias_size_2,Obesity_algorithmic_bias_size_3,Obesity_algorithmic_bias_size_4,Obesity_algorithmic_bias_size_5,Spam_entropic_expressivity,Spam_algorithmic_capacity,Spam_algorithmic_bias_size_1,Spam_algorithmic_bias_size_2,Spam_algorithmic_bias_size_3,Spam_algorithmic_bias_size_4,Spam_algorithmic_bias_size_5,Wine_Quality_entropic_expressivity,Wine_Quality_algorithmic_capacity,Wine_Quality_algorithmic_bias_size_1,Wine_Quality_algorithmic_bias_size_2,Wine_Quality_algorithmic_bias_size_3,Wine_Quality_algorithmic_bias_size_4,Wine_Quality_algorithmic_bias_size_5
10,model_100_KNN_neighbors_196,1.3523663683317728,1.3523663683317728,0.027649999999999997,0.1265,0.2657,0.2532,0.08065,3.052021446553575,3.052021446553575,-0.007449999999999985,-0.012399999999999968,-0.01889999999999998,-0.010499999999999997,-0.003449999999999999,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,0.9795117067744477,0.9795117067744477,0.031149999999999997,0.1513,0.3232,0.3496,0.16195,0.7051682920565526,0.7051682920565526,0.03035,0.1441,0.29660000000000003,0.326,0.16975,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,1.3559502844402083,1.3559502844402083,-0.02135,0.010700000000000006,0.03670000000000002,0.047200000000000006,0.050550000000000005,0.38909964388353235,0.38909964388353235,0.03095,0.1857,0.4824,0.7516,0.60555,0.773359336949698,0.773359336949698,0.031249999999999997,0.1303,0.2725,0.2514,0.08585,0.07558784885453713,0.07558784885453713,0.03125,0.1875,0.5,0.7752,0.60805
11,model_100_KNN_neighbors_191,1.37552605985855,1.37552605985855,0.027749999999999997,0.1348,0.2746,0.264,0.08565,3.0762769634582536,3.0762769634582536,-0.008149999999999992,-0.01689999999999998,-0.022299999999999986,-0.009299999999999994,-0.005549999999999999,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.0464718900505594,1.0464718900505594,0.031249999999999997,0.15209999999999999,0.326,0.3537,0.16245,0.7006105334785598,0.7006105334785598,0.030350000000000002,0.145,0.2998,0.3284,0.17015,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,1.8525789300380753,1.8525789300380753,-0.012549999999999997,0.03900000000000001,0.10040000000000003,0.11570000000000001,0.08375,0.2625214224153802,0.2625214224153802,0.03125,0.1874,0.4881,0.7671,0.62025,0.7476768797437788,0.7476768797437788,0.031249999999999997,0.1303,0.2749,0.2535,0.08785,0.0735042342982881,0.0735042342982881,0.03125,0.1875,0.5,0.7753,0.60795
12,model_100_KNN_neighbors_186,1.369777951137791,1.369777951137791,0.02775,0.1345,0.2756,0.2656,0.08625,3.1965163748026693,3.1965163748026693,-0.006649999999999976,-0.007399999999999964,-0.011299999999999975,-0.005699999999999995,-0.0030499999999999993,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.032455765915253,1.032455765915253,0.031249999999999997,0.1518,0.3249,0.3481,0.16115,0.7259898984259833,0.7259898984259833,0.030350000000000002,0.1445,0.2994,0.3296,0.16905,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,2.104408082235123,2.104408082235123,-0.0032500000000000016,0.0655,0.1597,0.1824,0.11625,0.2204494598054244,0.2204494598054244,0.03125,0.1875,0.4886,0.7699,0.62355,0.7663614070622559,0.7663614070622559,0.031249999999999997,0.1307,0.2729,0.2554,0.08864999999999999,0.07450021391543024,0.07450021391543024,0.03125,0.1875,0.5,0.7748,0.61065
13,model_100_KNN_neighbors_181,1.39241537335343,1.39241537335343,0.02765,0.1405,0.2831,0.2781,0.09135,3.2183109852178724,3.2183109852178724,-0.007349999999999984,-0.015599999999999973,-0.020299999999999988,-0.011799999999999993,-0.006549999999999999,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.0992458181948535,1.0992458181948535,0.031249999999999997,0.1501,0.3249,0.3461,0.16105,0.7211868521714768,0.7211868521714768,0.03045,0.1442,0.3001,0.332,0.17155,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,2.3002426296536496,2.3002426296536496,0.006349999999999999,0.09670000000000001,0.23360000000000003,0.25980000000000003,0.15395,0.21629696771110193,0.21629696771110193,0.03125,0.1875,0.4892,0.7719,0.62735,0.7515600397140151,0.7515600397140151,0.031249999999999997,0.1324,0.2758,0.256,0.09185,0.07649960525271352,0.07649960525271352,0.03125,0.1875,0.5,0.7751,0.60965
14,model_100_KNN_neighbors_176,1.398523148751908,1.398523148751908,0.02855,0.1408,0.2879,0.2808,0.09145,3.3441752125782327,3.3441752125782327,-0.00454999999999999,-0.006199999999999978,-0.0061999999999999885,-0.003199999999999995,-0.0027499999999999994,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.0872655808596472,1.0872655808596472,0.031249999999999997,0.14980000000000002,0.3212,0.3402,0.15785,0.7496799961787869,0.7496799961787869,0.030350000000000002,0.1438,0.29860000000000003,0.3333,0.16855,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,2.284811610476137,2.284811610476137,0.01655,0.12760000000000002,0.30260000000000004,0.3544,0.20895,0.21151220044025948,0.21151220044025948,0.03125,0.1875,0.4892,0.772,0.62895,0.7610218132592832,0.7610218132592832,0.031249999999999997,0.1322,0.2752,0.2567,0.08985,0.07654736379784338,0.07654736379784338,0.03125,0.1875,0.5,0.7754,0.61035
15,model_100_KNN_neighbors_171,1.4183041055365042,1.4183041055365042,0.028650000000000005,0.14450000000000002,0.2952,0.2905,0.09945,3.3203206287002525,3.3203206287002525,-0.006349999999999986,-0.015599999999999972,-0.020599999999999983,-0.008799999999999992,-0.003449999999999999,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.1792669727465772,1.1792669727465772,0.031149999999999997,0.1481,0.3209,0.3348,0.15405,0.7483504237174163,0.7483504237174163,0.03035,0.1446,0.3036,0.3353,0.17105,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,2.17420057505054,2.17420057505054,0.022050000000000004,0.1475,0.35750000000000004,0.43170000000000003,0.25915,0.2101385210163665,0.2101385210163665,0.03125,0.1875,0.4894,0.7743,0.63205,0.7575005907120884,0.7575005907120884,0.03115,0.1339,0.2774,0.2597,0.09345,0.07710954428096996,0.07710954428096996,0.03125,0.1875,0.5,0.7757000000000001,0.61065
16,model_100_KNN_neighbors_166,1.4100530683846104,1.4100530683846104,0.02865,0.1452,0.2996,0.2917,0.09985,3.446072265092769,3.446072265092769,-0.004349999999999981,-0.007099999999999975,-0.007799999999999979,-0.0036999999999999932,-0.0023499999999999992,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.192677102656046,1.192677102656046,0.031249999999999997,0.1484,0.3163,0.327,0.15025,0.7711205027384977,0.7711205027384977,0.030349999999999995,0.14379999999999998,0.3034,0.3367,0.17025,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,1.9594090869741563,1.9594090869741563,0.026850000000000006,0.1637,0.40040000000000003,0.495,0.30835,0.195408030519473,0.195408030519473,0.03125,0.1875,0.4894,0.773,0.63255,0.7713857494437817,0.7713857494437817,0.031149999999999994,0.1339,0.2779,0.2589,0.09405,0.08065170973404584,0.08065170973404584,0.03125,0.1875,0.5,0.7756,0.61195
17,model_100_KNN_neighbors_161,1.423519256144658,1.423519256144658,0.02925,0.1486,0.30820000000000003,0.3033,0.10715,3.4240272840638792,3.4240272840638792,-0.00614999999999998,-0.014099999999999967,-0.017099999999999983,-0.005499999999999995,-0.005749999999999999,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.2874449812776587,1.2874449812776587,0.031149999999999997,0.1457,0.3132,0.3219,0.14485,0.7760774051579423,0.7760774051579423,0.03025,0.1451,0.3053,0.335,0.17205,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,1.8097444576511177,1.8097444576511177,0.02914999999999999,0.1704,0.4254,0.5359,0.34825,0.18284433200125497,0.18284433200125497,0.03125,0.1875,0.4898,0.7755,0.63505,0.7737318293174578,0.7737318293174578,0.031249999999999997,0.1359,0.2798,0.2611,0.09505,0.08276879197808668,0.08276879197808668,0.03125,0.1875,0.5,0.7754,0.61175
18,model_100_KNN_neighbors_156,1.4135179481005364,1.4135179481005364,0.029250000000000005,0.1488,0.3098,0.3049,0.10705,3.518196821445148,3.518196821445148,-0.004149999999999988,-0.006299999999999973,-0.0050999999999999865,-0.0020999999999999942,-0.0021499999999999996,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.2975714810561179,1.2975714810561179,0.03125,0.1446,0.3106,0.3175,0.14255,0.8069159842309535,0.8069159842309535,0.029949999999999994,0.1442,0.3057,0.3346,0.16905,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,1.652175566939736,1.652175566939736,0.030749999999999996,0.1754,0.4365,0.5605,0.36845,0.17253351147032128,0.17253351147032128,0.03125,0.1875,0.4898,0.7734,0.63635,0.798535639572528,0.798535639572528,0.031049999999999998,0.1361,0.2797,0.2598,0.09665,0.08433952497253902,0.08433952497253902,0.03125,0.1875,0.5,0.7752,0.61225
19,model_100_KNN_neighbors_151,1.4223673056667916,1.4223673056667916,0.02935,0.1543,0.3185,0.31470000000000004,0.11585,3.532783226636897,3.532783226636897,-0.003949999999999988,-0.015099999999999973,-0.018999999999999986,-0.011199999999999995,-0.004349999999999999,0.0,0.0,0.03125,0.1775,0.47,0.6125,0.36875,1.3732173137227626,1.3732173137227626,0.031149999999999997,0.1437,0.3071,0.3167,0.13565,0.8083995568839586,0.8083995568839586,0.030149999999999996,0.1452,0.3073,0.3364,0.17255,0.0,0.0,0.03125,0.1875,0.5,0.7625,0.60875,1.555640381249367,1.555640381249367,0.030950000000000002,0.17830000000000001,0.44730000000000003,0.5894,0.39405,0.1641225041791052,0.1641225041791052,0.03125,0.1875,0.49,0.7761,0.63525,0.7852044762865485,0.7852044762865485,0.031249999999999997,0.1373,0.2808,0.2634,0.09745,0.08468195539910199,0.08468195539910199,0.03125,0.1875,0.5,0.7748,0.61295
20,model_106_Random_Forest_depth_66,2.1754544161064975,1.018156778257163,0.031130000000000012,0.17974,0.43872000000000005,0.56226,0.32083,4.607693840188511,2.887779981519526,0.0036500000000000087,0.009320000000000024,0.01162000000000001,0.00816,0.00311,0.8491233564016777,0.36252301012191507,0.031249999999999997,0.1873,0.48162,0.68232,0.50265,2.217519863195994,1.20495639458587,0.030850000000000006,0.17536000000000002,0.4022,0.44852000000000003,0.19577,1.9057770084954009,0.8834011519775605,0.03093000000000001,0.1781,0.42662000000000005,0.5274800000000001,0.27533,0.6610771050721564,0.37847586488191276,0.03125,0.1875,0.49878,0.79684,0.75395,0.3648227214553462,0.18480265837266974,0.03125,0.1875,0.49998,0.80328,0.83525,0.6979015811638172,0.3426724559968218,0.03125,0.1875,0.49822,0.78876,0.75369,0.9071322183687375,0.40088713204915055,0.031249999999999997,0.1875,0.49882,0.7752,0.56427,0.21580384040876033,0.09404057327935124,0.03125,0.1875,0.5,0.8108,0.86795
21,model_106_Random_Forest_depth_61,2.197884747884501,1.0415576273209117,0.03109000000000001,0.17956000000000003,0.4388,0.55896,0.32365,4.613613665241216,2.892497893879902,0.0030900000000000007,0.008120000000000021,0.012880000000000008,0.0097,0.0019299999999999999,0.8484610337464245,0.35842359371674737,0.03125,0.18718,0.48074,0.68118,0.49753,2.2248929017300614,1.1994899868360558,0.030650000000000007,0.17588,0.40446,0.45024000000000003,0.19791,1.9029870055576503,0.8836081787838803,0.031050000000000005,0.17804,0.42676000000000003,0.52498,0.27859,0.6573338037652917,0.37494299753852345,0.031249999999999997,0.1875,0.49876,0.79684,0.75657,0.35849029632864676,0.17876904613769654,0.03125,0.1875,0.49994,0.80268,0.83281,0.6954426420043128,0.33895752425434533,0.03125,0.18748,0.49774,0.7884,0.75043,0.9038342541450842,0.3938937880087241,0.031249999999999997,0.1875,0.49882,0.77644,0.56673,0.21298345672108573,0.09222566488890398,0.03125,0.1875,0.5,0.81106,0.86931
